
---------- Begin Simulation Statistics ----------
final_tick                               118204828672                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 270644                       # Simulator instruction rate (inst/s)
host_mem_usage                                8595016                       # Number of bytes of host memory used
host_op_rate                                   323729                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   964.82                       # Real time elapsed on the host
host_tick_rate                              122514698                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   261123586                       # Number of instructions simulated
sim_ops                                     312340919                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.118205                       # Number of seconds simulated
sim_ticks                                118204828672                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  62626221                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 61925989                       # number of cc regfile writes
system.cpu.committedInsts                   261123586                       # Number of Instructions Simulated
system.cpu.committedOps                     312340919                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.951004                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.951004                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                         7220553                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              1872519                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 33205039                       # Number of branches executed
system.cpu.iew.exec_nop                        244239                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.316001                       # Inst execution rate
system.cpu.iew.exec_refs                    105343722                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   37282887                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 8089588                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              67822985                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts             177305                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                 0                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             38642653                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           335652048                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              68060835                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           4173709                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             326801785                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 535603                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 60249                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                1808759                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                751576                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents          22480                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      1044370                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         828149                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 304470639                       # num instructions consuming a value
system.cpu.iew.wb_count                     322478486                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.639239                       # average fanout of values written-back
system.cpu.iew.wb_producers                 194629444                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.298591                       # insts written-back per cycle
system.cpu.iew.wb_sent                      322836204                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                359559379                       # number of integer regfile reads
system.cpu.int_regfile_writes               212814378                       # number of integer regfile writes
system.cpu.ipc                               1.051521                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.051521                       # IPC: Total IPC of All Threads
system.cpu.dcache.StoreCondReq_miss_rate::total     0.001082                       # miss rate for StoreCondReq accesses
system.cpu.dcache.StoreCondReq_avg_miss_latency::.cpu.data         9044                       # average StoreCondReq miss latency
system.cpu.dcache.StoreCondReq_avg_miss_latency::total         9044                       # average StoreCondReq miss latency
system.cpu.dcache.StoreCondReq_mshr_misses::.cpu.data          187                       # number of StoreCondReq MSHR misses
system.cpu.dcache.StoreCondReq_mshr_misses::total          187                       # number of StoreCondReq MSHR misses
system.cpu.dcache.StoreCondReq_mshr_miss_latency::.cpu.data      1335180                       # number of StoreCondReq MSHR miss cycles
system.cpu.dcache.StoreCondReq_mshr_miss_latency::total      1335180                       # number of StoreCondReq MSHR miss cycles
system.cpu.dcache.StoreCondReq_mshr_miss_rate::.cpu.data     0.001082                       # mshr miss rate for StoreCondReq accesses
system.cpu.dcache.StoreCondReq_mshr_miss_rate::total     0.001082                       # mshr miss rate for StoreCondReq accesses
system.cpu.dcache.StoreCondReq_avg_mshr_miss_latency::.cpu.data         7140                       # average StoreCondReq mshr miss latency
system.cpu.dcache.StoreCondReq_avg_mshr_miss_latency::total         7140                       # average StoreCondReq mshr miss latency
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.dcache.prefetcher.pfIssued         1448829                       # number of hwpf issued
system.cpu.dcache.prefetcher.pfIdentified      2758887                       # number of prefetch candidates identified
system.cpu.dcache.prefetcher.pfBufferHit       812240                       # number of redundant prefetches already in prefetch queue
system.cpu.dcache.prefetcher.pfInCache              0                       # number of redundant prefetches already in cache/mshr dropped
system.cpu.dcache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size
system.cpu.dcache.prefetcher.pfSpanPage        595501                       # number of prefetches that crossed the page
system.cpu.dcache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.dcache.tags.tagsinuse          2047.239643                       # Cycle average of tags in use
system.cpu.dcache.tags.total_refs           100753406                       # Total number of references to valid blocks.
system.cpu.dcache.tags.sampled_refs           1546013                       # Sample count of references to valid blocks.
system.cpu.dcache.tags.avg_refs             65.169831                       # Average number of references to valid blocks.
system.cpu.dcache.tags.warmup_cycle            283220                       # Cycle when the warmup percentage was hit.
system.cpu.dcache.tags.occ_blocks::.cpu.data  1370.782646                       # Average occupied blocks per requestor
system.cpu.dcache.tags.occ_blocks::.cpu.dcache.prefetcher   676.456996                       # Average occupied blocks per requestor
system.cpu.dcache.tags.occ_percent::.cpu.data     0.669327                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_percent::.cpu.dcache.prefetcher     0.330301                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_percent::total     0.999629                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_task_id_blocks::1022          554                       # Occupied blocks per task id
system.cpu.dcache.tags.occ_task_id_blocks::1024         1494                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1022::0            6                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1022::1          218                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1022::2          330                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::0           40                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::1          837                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::2          606                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::3            9                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::4            2                       # Occupied blocks per task id
system.cpu.dcache.tags.occ_task_id_percent::1022     0.270508                       # Percentage of cache occupancy per task id
system.cpu.dcache.tags.occ_task_id_percent::1024     0.729492                       # Percentage of cache occupancy per task id
system.cpu.dcache.tags.tag_accesses         408008985                       # Number of tag accesses
system.cpu.dcache.tags.data_accesses        408008985                       # Number of data accesses
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.decode.idleCycles                 77650512                       # Number of cycles decode is idle
system.cpu.decode.blockedCycles              59873438                       # Number of cycles decode is blocked
system.cpu.decode.runCycles                  80636933                       # Number of cycles decode is running
system.cpu.decode.unblockCycles              21139278                       # Number of cycles decode is unblocking
system.cpu.decode.squashCycles                1808759                       # Number of cycles decode is squashing
system.cpu.decode.branchResolved             16668857                       # Number of times decode resolved a  branch
system.cpu.decode.branchMispred                 38875                       # Number of times decode detected a branch misprediction
system.cpu.decode.decodedInsts              345346311                       # Number of instructions handled by decode
system.cpu.decode.squashedInsts               6701448                       # Number of squashed instructions handled by decode
system.cpu.dtb.instHits                             0                       # ITB inst hits
system.cpu.dtb.instMisses                           0                       # ITB inst misses
system.cpu.dtb.readHits                             0                       # DTB read hits
system.cpu.dtb.readMisses                           0                       # DTB read misses
system.cpu.dtb.writeHits                            0                       # DTB write hits
system.cpu.dtb.writeMisses                          0                       # DTB write misses
system.cpu.dtb.inserts                              0                       # Number of times an entry is inserted into the TLB
system.cpu.dtb.flushTlb                             8                       # Number of times complete TLB was flushed
system.cpu.dtb.flushTlbMva                          0                       # Number of times TLB was flushed by MVA
system.cpu.dtb.flushTlbMvaAsid                      0                       # Number of times TLB was flushed by MVA & ASID
system.cpu.dtb.flushTlbAsid                         0                       # Number of times TLB was flushed by ASID
system.cpu.dtb.flushedEntries                       0                       # Number of entries that have been flushed from TLB
system.cpu.dtb.alignFaults                          0                       # Number of TLB faults due to alignment restrictions
system.cpu.dtb.prefetchFaults                       0                       # Number of TLB faults due to prefetch
system.cpu.dtb.domainFaults                         0                       # Number of TLB faults due to domain restrictions
system.cpu.dtb.permsFaults                          0                       # Number of TLB faults due to permissions restrictions
system.cpu.dtb.readAccesses                         0                       # DTB read accesses
system.cpu.dtb.writeAccesses                        0                       # DTB write accesses
system.cpu.dtb.instAccesses                         0                       # ITB inst accesses
system.cpu.dtb.hits                                 0                       # Total TLB (inst and data) hits
system.cpu.dtb.misses                               0                       # Total TLB (inst and data) misses
system.cpu.dtb.accesses                             0                       # Total TLB (inst and data) accesses
system.cpu.dtb.stage2_mmu.stage2_tlb.instHits            0                       # ITB inst hits
system.cpu.dtb.stage2_mmu.stage2_tlb.instMisses            0                       # ITB inst misses
system.cpu.dtb.stage2_mmu.stage2_tlb.readHits            0                       # DTB read hits
system.cpu.dtb.stage2_mmu.stage2_tlb.readMisses            0                       # DTB read misses
system.cpu.dtb.stage2_mmu.stage2_tlb.writeHits            0                       # DTB write hits
system.cpu.dtb.stage2_mmu.stage2_tlb.writeMisses            0                       # DTB write misses
system.cpu.dtb.stage2_mmu.stage2_tlb.inserts            0                       # Number of times an entry is inserted into the TLB
system.cpu.dtb.stage2_mmu.stage2_tlb.flushTlb            0                       # Number of times complete TLB was flushed
system.cpu.dtb.stage2_mmu.stage2_tlb.flushTlbMva            0                       # Number of times TLB was flushed by MVA
system.cpu.dtb.stage2_mmu.stage2_tlb.flushTlbMvaAsid            0                       # Number of times TLB was flushed by MVA & ASID
system.cpu.dtb.stage2_mmu.stage2_tlb.flushTlbAsid            0                       # Number of times TLB was flushed by ASID
system.cpu.dtb.stage2_mmu.stage2_tlb.flushedEntries            0                       # Number of entries that have been flushed from TLB
system.cpu.dtb.stage2_mmu.stage2_tlb.alignFaults            0                       # Number of TLB faults due to alignment restrictions
system.cpu.dtb.stage2_mmu.stage2_tlb.prefetchFaults            0                       # Number of TLB faults due to prefetch
system.cpu.dtb.stage2_mmu.stage2_tlb.domainFaults            0                       # Number of TLB faults due to domain restrictions
system.cpu.dtb.stage2_mmu.stage2_tlb.permsFaults            0                       # Number of TLB faults due to permissions restrictions
system.cpu.dtb.stage2_mmu.stage2_tlb.readAccesses            0                       # DTB read accesses
system.cpu.dtb.stage2_mmu.stage2_tlb.writeAccesses            0                       # DTB write accesses
system.cpu.dtb.stage2_mmu.stage2_tlb.instAccesses            0                       # ITB inst accesses
system.cpu.dtb.stage2_mmu.stage2_tlb.hits            0                       # Total TLB (inst and data) hits
system.cpu.dtb.stage2_mmu.stage2_tlb.misses            0                       # Total TLB (inst and data) misses
system.cpu.dtb.stage2_mmu.stage2_tlb.accesses            0                       # Total TLB (inst and data) accesses
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.walks            0                       # Table walker walks requested
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.stage2_mmu.stage2_tlb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.dtb.walker.walks                         0                       # Table walker walks requested
system.cpu.dtb.walker.requestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.requestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.fetch.icacheStallCycles          104050511                       # Number of cycles fetch is stalled on an Icache miss
system.cpu.fetch.insts                      303464716                       # Number of instructions fetch has processed
system.cpu.fetch.branches                    37676685                       # Number of branches that fetch encountered
system.cpu.fetch.predictedBranches           20851335                       # Number of branches that fetch has predicted taken
system.cpu.fetch.cycles                     135211478                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu.fetch.squashCycles                 3693680                       # Number of cycles fetch has spent squashing
system.cpu.fetch.miscStallCycles                    9                       # Number of cycles fetch has spent waiting on interrupts,or bad addresses, or out of MSHRs
system.cpu.fetch.pendingTrapStallCycles            67                       # Number of stall cycles due to pending traps
system.cpu.fetch.icacheWaitRetryStallCycles           15                       # Number of stall cycles due to full MSHR
system.cpu.fetch.cacheLines                  91589003                       # Number of cache lines fetched
system.cpu.fetch.icacheSquashes                804257                       # Number of outstanding Icache misses that were squashed
system.cpu.fetch.nisnDist::samples          241108920                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::mean              1.491702                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::stdev             1.773228                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::0                128780217     53.41%     53.41% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::1                 15533039      6.44%     59.85% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::2                 15872570      6.58%     66.44% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::3                 11307849      4.69%     71.13% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::4                 69615245     28.87%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::max_value                4                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::total            241108920                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.branchRate                  0.151721                       # Number of branch fetches per cycle
system.cpu.fetch.rate                        1.222025                       # Number of inst fetches per cycle
system.cpu.icache.demand_hits::.cpu.inst     91074269                       # number of demand (read+write) hits
system.cpu.icache.demand_hits::total         91074269                       # number of demand (read+write) hits
system.cpu.icache.overall_hits::.cpu.inst     91074269                       # number of overall hits
system.cpu.icache.overall_hits::total        91074269                       # number of overall hits
system.cpu.icache.demand_misses::.cpu.inst       514734                       # number of demand (read+write) misses
system.cpu.icache.demand_misses::total         514734                       # number of demand (read+write) misses
system.cpu.icache.overall_misses::.cpu.inst       514734                       # number of overall misses
system.cpu.icache.overall_misses::total        514734                       # number of overall misses
system.cpu.icache.demand_miss_latency::.cpu.inst  10968307587                       # number of demand (read+write) miss cycles
system.cpu.icache.demand_miss_latency::total  10968307587                       # number of demand (read+write) miss cycles
system.cpu.icache.overall_miss_latency::.cpu.inst  10968307587                       # number of overall miss cycles
system.cpu.icache.overall_miss_latency::total  10968307587                       # number of overall miss cycles
system.cpu.icache.demand_accesses::.cpu.inst     91589003                       # number of demand (read+write) accesses
system.cpu.icache.demand_accesses::total     91589003                       # number of demand (read+write) accesses
system.cpu.icache.overall_accesses::.cpu.inst     91589003                       # number of overall (read+write) accesses
system.cpu.icache.overall_accesses::total     91589003                       # number of overall (read+write) accesses
system.cpu.icache.demand_miss_rate::.cpu.inst     0.005620                       # miss rate for demand accesses
system.cpu.icache.demand_miss_rate::total     0.005620                       # miss rate for demand accesses
system.cpu.icache.overall_miss_rate::.cpu.inst     0.005620                       # miss rate for overall accesses
system.cpu.icache.overall_miss_rate::total     0.005620                       # miss rate for overall accesses
system.cpu.icache.demand_avg_miss_latency::.cpu.inst 21308.690677                       # average overall miss latency
system.cpu.icache.demand_avg_miss_latency::total 21308.690677                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::.cpu.inst 21308.690677                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::total 21308.690677                       # average overall miss latency
system.cpu.icache.blocked_cycles::no_mshrs         1650                       # number of cycles access was blocked
system.cpu.icache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.icache.blocked::no_mshrs                33                       # number of cycles access was blocked
system.cpu.icache.blocked::no_targets               0                       # number of cycles access was blocked
system.cpu.icache.avg_blocked_cycles::no_mshrs           50                       # average number of cycles each access was blocked
system.cpu.icache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.icache.demand_mshr_hits::.cpu.inst        21479                       # number of demand (read+write) MSHR hits
system.cpu.icache.demand_mshr_hits::total        21479                       # number of demand (read+write) MSHR hits
system.cpu.icache.overall_mshr_hits::.cpu.inst        21479                       # number of overall MSHR hits
system.cpu.icache.overall_mshr_hits::total        21479                       # number of overall MSHR hits
system.cpu.icache.demand_mshr_misses::.cpu.inst       493255                       # number of demand (read+write) MSHR misses
system.cpu.icache.demand_mshr_misses::total       493255                       # number of demand (read+write) MSHR misses
system.cpu.icache.overall_mshr_misses::.cpu.inst       493255                       # number of overall MSHR misses
system.cpu.icache.overall_mshr_misses::total       493255                       # number of overall MSHR misses
system.cpu.icache.demand_mshr_miss_latency::.cpu.inst  10152435495                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.demand_mshr_miss_latency::total  10152435495                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::.cpu.inst  10152435495                       # number of overall MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::total  10152435495                       # number of overall MSHR miss cycles
system.cpu.icache.demand_mshr_miss_rate::.cpu.inst     0.005386                       # mshr miss rate for demand accesses
system.cpu.icache.demand_mshr_miss_rate::total     0.005386                       # mshr miss rate for demand accesses
system.cpu.icache.overall_mshr_miss_rate::.cpu.inst     0.005386                       # mshr miss rate for overall accesses
system.cpu.icache.overall_mshr_miss_rate::total     0.005386                       # mshr miss rate for overall accesses
system.cpu.icache.demand_avg_mshr_miss_latency::.cpu.inst 20582.529310                       # average overall mshr miss latency
system.cpu.icache.demand_avg_mshr_miss_latency::total 20582.529310                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::.cpu.inst 20582.529310                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::total 20582.529310                       # average overall mshr miss latency
system.cpu.icache.replacements                 492742                       # number of replacements
system.cpu.icache.ReadReq_hits::.cpu.inst     91074269                       # number of ReadReq hits
system.cpu.icache.ReadReq_hits::total        91074269                       # number of ReadReq hits
system.cpu.icache.ReadReq_misses::.cpu.inst       514734                       # number of ReadReq misses
system.cpu.icache.ReadReq_misses::total        514734                       # number of ReadReq misses
system.cpu.icache.ReadReq_miss_latency::.cpu.inst  10968307587                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_miss_latency::total  10968307587                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_accesses::.cpu.inst     91589003                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_accesses::total     91589003                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_miss_rate::.cpu.inst     0.005620                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_miss_rate::total     0.005620                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_miss_latency::.cpu.inst 21308.690677                       # average ReadReq miss latency
system.cpu.icache.ReadReq_avg_miss_latency::total 21308.690677                       # average ReadReq miss latency
system.cpu.icache.ReadReq_mshr_hits::.cpu.inst        21479                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_hits::total        21479                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_misses::.cpu.inst       493255                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_misses::total       493255                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_miss_latency::.cpu.inst  10152435495                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_latency::total  10152435495                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_rate::.cpu.inst     0.005386                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_mshr_miss_rate::total     0.005386                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_mshr_miss_latency::.cpu.inst 20582.529310                       # average ReadReq mshr miss latency
system.cpu.icache.ReadReq_avg_mshr_miss_latency::total 20582.529310                       # average ReadReq mshr miss latency
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.icache.prefetcher.pfIssued               0                       # number of hwpf issued
system.cpu.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified
system.cpu.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue
system.cpu.icache.prefetcher.pfInCache              0                       # number of redundant prefetches already in cache/mshr dropped
system.cpu.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size
system.cpu.icache.prefetcher.pfSpanPage             0                       # number of prefetches that crossed the page
system.cpu.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.icache.tags.tagsinuse           511.702540                       # Cycle average of tags in use
system.cpu.icache.tags.total_refs            91567523                       # Total number of references to valid blocks.
system.cpu.icache.tags.sampled_refs            493254                       # Sample count of references to valid blocks.
system.cpu.icache.tags.avg_refs            185.639697                       # Average number of references to valid blocks.
system.cpu.icache.tags.warmup_cycle             96628                       # Cycle when the warmup percentage was hit.
system.cpu.icache.tags.occ_blocks::.cpu.inst   511.702540                       # Average occupied blocks per requestor
system.cpu.icache.tags.occ_percent::.cpu.inst     0.999419                       # Average percentage of cache occupancy
system.cpu.icache.tags.occ_percent::total     0.999419                       # Average percentage of cache occupancy
system.cpu.icache.tags.occ_task_id_blocks::1024          512                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::0          111                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::1          373                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::2           28                       # Occupied blocks per task id
system.cpu.icache.tags.occ_task_id_percent::1024            1                       # Percentage of cache occupancy per task id
system.cpu.icache.tags.tag_accesses         366849266                       # Number of tag accesses
system.cpu.icache.tags.data_accesses        366849266                       # Number of data accesses
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.itb.instHits                             0                       # ITB inst hits
system.cpu.itb.instMisses                           0                       # ITB inst misses
system.cpu.itb.readHits                             0                       # DTB read hits
system.cpu.itb.readMisses                           0                       # DTB read misses
system.cpu.itb.writeHits                            0                       # DTB write hits
system.cpu.itb.writeMisses                          0                       # DTB write misses
system.cpu.itb.inserts                              0                       # Number of times an entry is inserted into the TLB
system.cpu.itb.flushTlb                             8                       # Number of times complete TLB was flushed
system.cpu.itb.flushTlbMva                          0                       # Number of times TLB was flushed by MVA
system.cpu.itb.flushTlbMvaAsid                      0                       # Number of times TLB was flushed by MVA & ASID
system.cpu.itb.flushTlbAsid                         0                       # Number of times TLB was flushed by ASID
system.cpu.itb.flushedEntries                       0                       # Number of entries that have been flushed from TLB
system.cpu.itb.alignFaults                          0                       # Number of TLB faults due to alignment restrictions
system.cpu.itb.prefetchFaults                       0                       # Number of TLB faults due to prefetch
system.cpu.itb.domainFaults                         0                       # Number of TLB faults due to domain restrictions
system.cpu.itb.permsFaults                          0                       # Number of TLB faults due to permissions restrictions
system.cpu.itb.readAccesses                         0                       # DTB read accesses
system.cpu.itb.writeAccesses                        0                       # DTB write accesses
system.cpu.itb.instAccesses                         0                       # ITB inst accesses
system.cpu.itb.hits                                 0                       # Total TLB (inst and data) hits
system.cpu.itb.misses                               0                       # Total TLB (inst and data) misses
system.cpu.itb.accesses                             0                       # Total TLB (inst and data) accesses
system.cpu.itb.stage2_mmu.stage2_tlb.instHits            0                       # ITB inst hits
system.cpu.itb.stage2_mmu.stage2_tlb.instMisses            0                       # ITB inst misses
system.cpu.itb.stage2_mmu.stage2_tlb.readHits            0                       # DTB read hits
system.cpu.itb.stage2_mmu.stage2_tlb.readMisses            0                       # DTB read misses
system.cpu.itb.stage2_mmu.stage2_tlb.writeHits            0                       # DTB write hits
system.cpu.itb.stage2_mmu.stage2_tlb.writeMisses            0                       # DTB write misses
system.cpu.itb.stage2_mmu.stage2_tlb.inserts            0                       # Number of times an entry is inserted into the TLB
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlb            0                       # Number of times complete TLB was flushed
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlbMva            0                       # Number of times TLB was flushed by MVA
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlbMvaAsid            0                       # Number of times TLB was flushed by MVA & ASID
system.cpu.itb.stage2_mmu.stage2_tlb.flushTlbAsid            0                       # Number of times TLB was flushed by ASID
system.cpu.itb.stage2_mmu.stage2_tlb.flushedEntries            0                       # Number of entries that have been flushed from TLB
system.cpu.itb.stage2_mmu.stage2_tlb.alignFaults            0                       # Number of TLB faults due to alignment restrictions
system.cpu.itb.stage2_mmu.stage2_tlb.prefetchFaults            0                       # Number of TLB faults due to prefetch
system.cpu.itb.stage2_mmu.stage2_tlb.domainFaults            0                       # Number of TLB faults due to domain restrictions
system.cpu.itb.stage2_mmu.stage2_tlb.permsFaults            0                       # Number of TLB faults due to permissions restrictions
system.cpu.itb.stage2_mmu.stage2_tlb.readAccesses            0                       # DTB read accesses
system.cpu.itb.stage2_mmu.stage2_tlb.writeAccesses            0                       # DTB write accesses
system.cpu.itb.stage2_mmu.stage2_tlb.instAccesses            0                       # ITB inst accesses
